Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
14611,1.11,Premium,F,VS2,61.9,58.0,6.7,6.64,4.13,7371
14772,0.45,Ideal,F,VVS1,61.8,55.0,4.92,4.95,3.05,1833
6530,0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,832
22511,0.3,Ideal,I,SI2,61.9,56.0,4.3,4.32,2.67,367
5014,0.73,Premium,E,SI1,62.7,58.0,5.76,5.7,3.59,2703
16806,0.5,Premium,F,VS2,61.8,58.0,5.1,5.06,3.14,1654
26117,0.32,Premium,G,VS2,61.0,59.0,4.46,4.42,2.71,720
13226,0.37,Ideal,E,VVS2,61.6,55.0,4.62,4.63,2.85,1162
11644,0.32,Premium,G,SI1,61.6,58.0,4.4,4.36,2.7,612
20201,0.7,Very Good,G,VS1,61.7,59.0,5.66,5.69,3.5,2676
13637,0.51,Ideal,E,SI1,61.5,55.0,5.18,5.16,3.18,1546
11767,0.35,Ideal,G,SI1,61.8,55.0,4.54,4.56,2.81,503
11842,0.28,Very Good,E,VVS2,59.1,59.0,4.27,4.33,2.54,642
22531,1.59,Ideal,E,SI2,62.3,55.0,7.48,7.52,4.67,11149
7333,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1754
721,0.76,Premium,G,SI2,62.6,55.0,5.87,5.82,3.66,1970
25824,0.31,Fair,F,SI1,64.7,56.0,4.28,4.25,2.76,618
24153,0.41,Ideal,E,SI2,62.8,57.0,4.73,4.7,2.96,876
25004,0.7,Very Good,E,SI2,63.1,54.0,5.73,5.65,3.59,2066
4094,0.95,Ideal,J,VVS2,60.6,57.0,6.4,6.34,3.86,3558
26016,0.59,Premium,E,SI1,61.8,60.0,5.33,5.39,3.31,1664
58,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7086
23403,1.59,Premium,H,SI2,62.6,59.0,7.42,7.4,4.64,9385
15018,1.51,Ideal,G,SI1,61.1,57.0,7.46,7.4,4.54,11465
5539,0.37,Ideal,F,SI1,61.6,56.0,4.61,4.65,2.85,746
5468,0.53,Premium,E,VVS2,62.4,56.0,5.19,5.17,3.23,2331
26365,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,2383
12307,0.4,Ideal,D,VS2,60.4,56.0,4.77,4.73,2.87,1050
4815,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,1822
9595,1.01,Very Good,F,VS1,59.9,59.0,6.52,6.57,3.92,6825
21836,0.31,Ideal,E,VVS1,62.3,57.0,4.32,4.35,2.7,936
17287,0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993
21741,0.73,Premium,F,VS2,59.9,59.0,5.87,5.77,3.5,2841
11545,0.73,Fair,J,VS1,64.6,60.0,5.68,5.59,3.64,1802
3414,1.5,Very Good,F,VS2,63.9,57.0,7.16,7.23,4.6,13037
23522,0.54,Ideal,D,VVS1,61.4,58.0,5.28,5.25,3.23,3139
9877,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,6342
2070,0.5,Ideal,H,VVS1,61.4,57.0,5.08,5.11,3.12,1684
1614,0.38,Ideal,H,IF,60.0,60.0,4.71,4.76,2.84,1064
12005,0.3,Very Good,H,VVS1,61.3,61.0,4.26,4.29,2.62,684
9711,1.73,Premium,G,VS1,62.8,57.0,7.72,7.57,4.8,15151
16316,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,8020
25825,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,965
25202,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
3294,0.52,Ideal,E,VS2,59.5,57.0,5.27,5.25,3.13,1815
26547,0.71,Premium,G,SI2,59.9,59.0,5.82,5.79,3.48,1808
24931,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,545
7369,1.73,Premium,F,SI1,58.0,62.0,7.95,7.91,4.6,13365
16191,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
6713,0.9,Very Good,G,SI1,61.3,60.0,6.14,6.17,3.77,3841
2055,0.7,Premium,G,VS2,62.5,55.0,5.69,5.64,3.54,2479
2152,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9127
13375,1.5,Good,I,SI1,64.2,56.0,7.25,7.14,4.62,7207
9648,0.3,Ideal,H,VVS2,61.5,57.0,4.34,4.31,2.66,776
10424,0.3,Premium,G,VVS2,61.3,57.0,4.33,4.29,2.64,878
23821,1.12,Very Good,D,SI2,59.3,59.0,6.76,6.8,4.02,5243
16685,0.81,Very Good,J,VS2,60.4,59.0,6.04,6.11,3.67,2283
25605,1.25,Premium,J,VS1,62.2,58.0,6.88,6.92,4.29,5637
17013,1.51,Premium,G,SI2,62.8,56.0,7.3,7.22,4.56,8794
20082,2.02,Ideal,G,SI2,62.0,55.0,8.16,8.1,5.04,18296
24796,0.34,Ideal,G,VVS2,61.9,57.0,4.44,4.48,2.76,775
7804,1.2,Premium,H,VS1,62.7,58.0,6.75,6.65,4.2,6727
757,2.11,Premium,H,VS2,60.8,61.0,8.32,8.28,5.05,16395
7317,0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,544
8566,0.31,Very Good,F,SI1,62.9,57.0,4.31,4.34,2.72,516
15962,0.5,Good,E,VS1,58.2,61.0,5.19,5.22,3.03,1806
10527,1.22,Ideal,J,SI1,62.3,55.0,6.91,6.83,4.28,5192
1949,1.0,Very Good,F,SI2,61.6,62.0,6.3,6.37,3.9,4255
26321,2.01,Ideal,F,SI2,61.7,56.0,8.12,8.16,5.02,18394
5411,0.53,Ideal,D,SI1,62.0,57.0,5.23,5.19,3.23,1683
9446,0.4,Ideal,G,IF,61.9,56.0,4.7,4.76,2.93,1570
3432,1.0,Good,G,VS1,62.4,62.0,6.33,6.37,3.96,6177
21221,1.17,Ideal,G,VVS2,61.6,56.0,6.77,6.83,4.18,9630
8495,0.41,Premium,G,VS2,62.6,59.0,4.76,4.73,2.97,1061
1220,0.76,Premium,G,I1,63.0,55.0,5.83,5.74,3.65,1629
1701,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
21038,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
9881,0.32,Ideal,G,IF,61.9,55.0,4.38,4.44,2.73,918
15667,0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,533
26479,0.95,Very Good,G,SI2,62.6,58.0,6.17,6.23,3.88,4194
16997,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,3136
18109,1.5,Fair,H,VS2,65.2,58.0,7.12,7.06,4.62,10206
9477,0.41,Ideal,E,VVS2,61.1,56.0,4.8,4.85,2.95,1187
3225,0.33,Premium,G,VVS2,61.0,58.0,4.44,4.48,2.72,752
13485,0.52,Ideal,G,VVS2,61.6,55.0,5.14,5.18,3.19,1957
15027,0.37,Ideal,E,VS1,61.6,54.0,4.6,4.65,2.86,858
9318,0.73,Very Good,I,VS2,62.8,59.0,5.72,5.75,3.6,2426
10097,1.21,Ideal,H,SI1,62.0,56.0,6.86,6.81,4.24,5936
13007,0.34,Ideal,H,VS1,62.4,55.0,4.48,4.5,2.8,615
799,2.51,Very Good,J,SI1,63.8,55.0,8.51,8.6,5.46,16842
19099,0.41,Good,I,VVS2,63.9,55.0,4.74,4.71,3.02,1061
14362,0.61,Very Good,G,VVS2,62.4,55.0,5.44,5.47,3.4,2403
25847,0.33,Ideal,E,VS1,60.0,57.0,4.5,4.47,2.69,802
10210,1.5,Premium,D,SI2,62.6,59.0,7.2,7.23,4.52,8108
12366,0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605
22216,2.02,Very Good,H,SI2,60.8,60.0,8.07,8.15,4.93,14498
9360,1.02,Ideal,I,SI1,61.3,57.0,6.47,6.49,3.97,4685
6123,0.34,Ideal,G,VS2,62.1,57.0,4.46,4.5,2.78,596
8403,0.31,Ideal,D,VS2,61.2,55.0,4.36,4.46,2.7,734
4075,0.52,Very Good,D,SI1,63.8,56.0,5.06,5.1,3.24,1452
25144,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
22119,0.32,Ideal,G,VVS1,61.2,56.0,4.42,4.44,2.71,814
19814,1.45,Very Good,I,IF,60.6,61.0,7.32,7.41,4.46,9683
16737,1.2,Very Good,F,VS2,62.6,56.0,6.73,6.78,4.23,8334
25967,0.43,Ideal,D,VS1,61.9,55.0,4.87,4.85,3.01,1264
2579,0.33,Ideal,H,IF,61.6,55.0,4.48,4.51,2.77,838
26013,0.31,Ideal,D,VS2,61.2,55.0,4.37,4.42,2.69,734
23332,0.91,Very Good,F,SI1,60.4,59.0,6.22,6.26,3.77,4437
15563,0.36,Ideal,I,VS1,62.0,54.0,4.58,4.61,2.85,587
22709,0.86,Ideal,E,SI2,60.0,56.0,6.22,6.24,3.74,3478
15383,0.33,Ideal,I,IF,61.1,56.0,4.45,4.49,2.73,675
10798,0.3,Ideal,G,IF,62.6,57.0,4.32,4.28,2.69,956
22508,0.41,Premium,D,SI2,59.9,60.0,4.8,4.78,2.87,795
21816,1.28,Premium,H,SI2,62.5,62.0,6.89,6.84,4.3,5161
26513,0.7,Very Good,F,SI1,58.4,63.0,5.77,5.84,3.39,2058
8378,0.33,Ideal,G,VVS1,60.4,58.0,4.5,4.51,2.72,802
14674,0.9,Good,E,VS2,63.7,54.0,6.13,6.15,3.91,4770
12191,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66,624
19383,1.02,Premium,E,VS2,58.4,57.0,6.64,6.59,3.86,6854
23686,0.92,Fair,F,SI1,66.0,57.0,6.04,5.99,3.97,3323
15725,0.95,Fair,G,SI1,66.7,56.0,6.16,6.03,4.06,2841
17219,1.01,Very Good,D,SI2,61.8,60.0,6.37,6.41,3.95,4588
16523,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2573
14638,0.31,Premium,E,VS1,61.0,60.0,4.35,4.37,2.66,636
12764,0.72,Very Good,G,SI2,62.1,59.0,5.66,5.73,3.54,2015
26204,0.57,Ideal,E,VVS2,61.9,55.0,5.34,5.36,3.31,2534
21751,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,4719
20872,1.01,Premium,F,SI2,61.6,58.0,6.39,6.4,3.94,4416
2512,0.37,Premium,E,VS2,61.0,59.0,4.63,4.59,2.81,1041
2460,1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16,4004
24503,0.73,Good,E,VS1,63.7,59.0,5.67,5.69,3.62,3146
12286,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2409
6405,0.72,Ideal,E,SI2,62.5,55.0,5.69,5.74,3.57,2530
16897,2.04,Premium,I,SI1,62.2,57.0,8.14,8.07,5.04,16942
1374,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,9253
18841,1.01,Ideal,E,SI2,61.5,55.0,6.45,6.49,3.98,4504
12756,0.39,Premium,H,SI1,62.0,60.0,4.65,4.71,2.9,650
19169,0.55,Ideal,F,SI1,61.7,56.4,5.26,5.3,3.25,1598
1624,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7803
26364,0.57,Ideal,E,SI1,61.8,57.0,5.28,5.33,3.28,1608
26961,1.1,Very Good,D,SI2,,63.0,6.76,6.69,3.94,4361
13290,0.31,Ideal,D,SI2,61.3,56.0,4.41,4.36,2.69,593
7789,0.5,Premium,G,VVS1,61.0,60.0,5.08,5.12,3.11,1966
24449,0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84,5411
16444,0.4,Very Good,F,VS1,61.3,54.0,4.8,4.83,2.95,890
23801,1.01,Very Good,D,VS1,63.1,58.0,6.34,6.3,3.99,7575
17158,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
14469,0.34,Good,F,SI1,61.9,56.0,4.5,4.52,2.79,581
373,0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,2344
8296,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01,6441
11357,0.7,Ideal,I,VS1,62.7,57.0,5.63,5.67,3.54,2163
15376,1.94,Very Good,I,VS2,60.2,58.0,8.04,8.1,4.86,14489
4599,1.01,Ideal,G,IF,61.5,58.0,6.44,6.47,3.97,8869
18123,0.32,Ideal,H,VS1,61.9,55.0,4.42,4.4,2.73,720
20411,0.34,Ideal,D,SI1,60.4,57.0,4.53,4.51,2.73,803
10470,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,789
12282,0.3,Premium,G,VS2,61.1,62.0,4.33,4.28,2.63,630
8977,0.58,Premium,E,VS1,60.7,58.0,5.41,5.36,3.27,2105
4912,0.85,Very Good,E,VS2,60.2,60.0,6.09,6.14,3.68,3871
20635,0.75,Ideal,F,SI1,61.8,56.0,5.84,5.87,3.62,3336
8629,0.7,Premium,E,SI1,61.2,57.0,5.73,5.68,3.49,2777
14602,0.41,Ideal,I,VVS2,,55.0,4.78,4.8,2.95,788
4362,0.32,Premium,H,VVS2,62.2,58.0,4.38,4.33,2.71,773
14930,1.0,Premium,D,SI2,61.6,58.0,6.45,6.37,3.95,4626
1754,1.11,Ideal,H,SI1,62.5,56.0,6.65,6.63,4.15,5395
12467,0.54,Ideal,D,SI1,62.9,57.0,5.22,5.17,3.27,1786
16307,0.62,Good,E,SI2,59.4,65.0,5.54,5.48,3.27,1333
11135,0.3,Ideal,G,SI1,61.8,56.0,4.34,4.37,2.69,477
15827,0.59,Ideal,F,VVS2,62.0,55.0,5.36,5.38,3.33,2611
21188,0.33,Premium,E,VS2,60.7,58.0,4.47,4.49,2.72,723
11868,0.82,Premium,F,SI2,60.3,57.0,6.07,6.03,3.65,2723
1168,0.7,Good,F,SI1,,65.0,5.71,5.66,3.5,2401
9511,1.61,Very Good,E,SI2,63.0,59.9,7.42,7.45,4.68,10891
4059,0.24,Very Good,E,VVS2,62.2,60.0,3.97,4.01,2.48,485
26142,1.0,Very Good,G,VVS1,62.3,56.0,6.29,6.4,3.95,7507
20618,0.39,Ideal,H,VS1,61.9,57.0,4.71,4.76,2.93,740
23841,1.01,Premium,G,SI1,59.8,58.0,6.54,6.58,3.92,4719
169,0.9,Very Good,D,SI1,61.0,63.0,6.13,6.1,3.73,4304
21571,0.8,Very Good,D,VS2,63.1,57.0,5.94,5.89,3.73,3135
9454,0.71,Very Good,D,VS2,62.5,60.0,5.61,5.65,3.52,2745
19152,1.0,Good,E,SI2,63.5,56.0,6.31,6.38,4.03,4620
8057,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
8325,0.59,Very Good,D,VS2,62.9,56.7,5.37,5.39,3.38,2200
5027,0.33,Good,D,VS2,61.8,61.0,4.4,4.44,2.73,652
14734,0.71,Ideal,D,SI1,60.2,56.0,5.86,5.83,3.52,2822
15057,1.32,Very Good,H,SI1,63.5,57.0,6.88,6.92,4.38,5717
2313,1.36,Ideal,J,VVS2,61.9,56.0,7.16,7.13,4.42,6973
8529,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,6132
16533,1.01,Ideal,F,SI2,62.7,57.0,6.37,6.43,4.01,3945
22030,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,721
20996,0.23,Ideal,G,VVS1,61.9,58.0,3.93,3.96,2.44,536
14476,1.31,Premium,G,VVS2,62.7,59.0,6.96,6.92,4.35,11389
14314,0.4,Premium,F,VVS2,60.7,58.0,4.75,4.7,2.87,1163
13283,0.56,Premium,F,SI2,59.1,58.0,5.44,5.38,3.2,1225
4780,1.51,Very Good,D,VS2,63.2,57.0,7.27,7.25,4.59,12311
19436,0.3,Premium,E,SI1,60.0,60.0,4.38,4.36,2.62,675
18429,0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72,653
7924,0.72,Very Good,I,VS1,63.8,59.0,5.63,5.71,3.62,2441
22435,0.52,Premium,F,VS2,60.0,57.0,5.24,5.22,3.14,1651
1952,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
11111,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,1074
16436,0.54,Premium,E,SI1,62.2,61.0,5.24,5.15,3.23,1375
19076,0.59,Ideal,E,SI1,62.2,55.0,5.39,5.42,3.36,1561
12313,1.7,Premium,J,VS2,62.9,62.0,7.47,7.38,4.67,9225
24766,0.57,Ideal,F,VVS1,61.9,54.8,5.3,5.36,3.3,2339
5679,0.27,Very Good,E,VS2,58.6,57.0,4.3,4.33,2.53,449
1998,1.0,Premium,H,SI2,59.4,60.0,6.55,6.49,3.87,3360
21344,0.46,Good,F,VS1,59.9,61.9,5.02,5.06,3.01,1168
12728,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.62,3.52,1758
11499,0.83,Very Good,D,VS1,58.2,59.0,6.19,6.24,3.62,4521
2630,1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,3412
2720,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,17598
13416,0.33,Ideal,E,IF,62.1,55.0,4.43,4.46,2.76,1289
15100,0.37,Ideal,D,SI1,61.5,57.0,4.6,4.63,2.84,681
22965,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1154
24168,0.41,Good,E,SI2,63.8,57.0,4.68,4.75,3.01,638
4449,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,458
14404,1.0,Very Good,F,VVS1,,57.0,6.39,6.41,3.95,9492
15453,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,1621
19307,1.21,Premium,H,SI1,62.4,56.0,6.83,6.79,4.25,6566
8754,1.01,Very Good,F,SI2,63.2,59.0,6.38,6.35,4.02,4497
10716,1.58,Ideal,H,VS1,60.4,57.0,7.55,7.65,4.59,13950
3183,0.3,Premium,E,SI1,59.8,60.0,4.31,4.35,2.59,526
24,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4508
26314,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1151
4032,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
10821,0.27,Very Good,E,VVS2,60.5,60.0,4.19,4.2,2.54,544
9535,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37,5358
6372,0.78,Ideal,G,SI1,61.0,57.0,5.94,5.99,3.64,2496
8136,1.21,Premium,I,SI1,60.6,56.0,6.97,6.89,4.2,5556
22227,1.55,Ideal,I,VS1,61.9,55.0,7.46,7.43,4.61,11067
13849,0.38,Premium,H,VS2,60.9,60.0,4.67,4.62,2.83,898
16614,0.92,Premium,F,SI2,59.3,61.0,6.36,6.29,3.75,3864
17961,1.01,Fair,F,VS2,61.1,60.0,6.49,6.4,3.94,6271
22538,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22,6947
22669,0.59,Very Good,H,VVS2,61.1,57.0,5.39,5.48,3.32,1771
16482,0.39,Premium,G,VS1,62.6,58.0,4.7,4.66,2.93,1097
2414,1.0,Very Good,E,VS2,62.8,63.0,6.28,6.33,3.96,5720
12819,0.36,Premium,E,SI1,60.8,59.0,4.59,4.56,2.78,810
6445,0.9,Good,E,SI1,60.8,65.0,6.14,6.17,3.74,3933
12359,0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
5422,0.7,Very Good,E,SI1,59.1,63.0,5.89,5.81,3.46,2184
11536,0.6,Very Good,H,SI1,60.4,63.0,5.45,5.41,3.28,1378
1683,0.34,Premium,F,VS2,62.6,58.0,4.49,4.46,2.8,880
6906,0.42,Very Good,E,SI1,62.5,55.0,4.8,4.83,3.01,773
12112,1.51,Ideal,F,SI1,63.0,57.0,7.29,7.25,4.58,11035
22381,0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,1147
2248,1.0,Premium,H,VS2,59.8,56.0,6.5,6.48,3.88,3819
23961,1.29,Premium,H,VS2,61.2,60.0,7.03,6.95,4.28,7153
14064,0.55,Very Good,E,SI1,63.2,58.0,5.21,5.23,3.3,1381
24003,1.28,Very Good,I,SI2,62.6,58.0,6.87,6.89,4.32,5654
23873,0.71,Good,G,VVS1,62.7,61.0,5.64,5.68,3.55,3072
20209,0.92,Premium,E,SI1,62.2,58.0,6.18,6.23,3.86,4562
9483,1.01,Ideal,E,SI2,61.2,54.0,6.49,6.52,3.98,4666
11691,0.26,Very Good,E,VVS2,60.8,61.0,4.12,4.13,2.51,564
4438,0.37,Ideal,E,VS1,61.3,55.0,4.68,4.65,2.86,999
13096,0.57,Premium,D,SI1,62.6,56.0,5.4,5.34,3.36,2001
6085,0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.32,2.66,814
16224,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4719
229,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,7870
1778,0.37,Good,D,SI1,63.7,55.0,4.55,4.59,2.91,681
2243,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,1201
6927,1.41,Good,H,VS2,63.8,60.0,7.04,7.12,4.52,9088
10167,0.32,Premium,G,VS2,62.1,60.0,4.39,4.34,2.71,720
2271,0.8,Premium,G,SI2,61.4,56.0,5.99,5.96,3.67,2451
8620,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,10232
23358,0.56,Ideal,G,VVS2,60.7,56.0,5.33,5.32,3.23,2167
12850,0.56,Ideal,E,VS2,60.9,56.0,5.32,5.35,3.25,1819
14997,0.7,Very Good,J,VS2,58.2,60.0,5.86,5.9,3.42,1896
12284,0.77,Ideal,E,SI1,61.0,56.0,5.92,5.94,3.62,3827
11540,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2371
1713,0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,1224
7776,0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
12837,0.72,Ideal,D,VS2,,54.0,5.76,5.81,3.59,3450
7141,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
15517,0.39,Ideal,F,VS1,60.9,56.0,4.75,4.68,2.87,956
10966,0.53,Very Good,G,SI1,61.0,55.0,5.21,5.32,3.21,1219
10044,0.34,Good,G,SI1,63.9,58.0,4.4,4.43,2.82,507
15408,1.5,Good,J,VS1,,61.0,7.27,7.3,4.42,8347
26339,0.5,Very Good,G,VVS1,63.7,58.0,5.01,5.04,5.06,2180
8622,0.35,Ideal,J,VS2,61.8,55.0,4.54,4.56,2.81,446
24788,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,459
23032,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1642
12392,2.06,Premium,G,SI1,61.5,58.0,8.2,8.15,5.03,18439
960,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,3669
10361,1.09,Very Good,G,IF,62.9,57.0,6.52,6.58,4.12,8650
12595,0.31,Ideal,E,VVS2,61.6,56.0,4.35,4.39,2.69,837
10536,0.57,Ideal,E,VS1,62.9,57.0,5.29,5.27,3.32,1982
24466,1.01,Premium,I,SI1,59.9,59.0,6.46,6.42,3.86,4129
7460,0.9,Very Good,H,VS1,62.7,56.0,6.15,6.2,3.87,3964
23006,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3162
2065,0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2907
3958,0.3,Ideal,G,VS2,61.2,55.0,4.35,4.38,2.67,545
25403,1.01,Premium,G,VS2,58.5,61.0,6.57,6.52,3.83,6108
2079,2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,18034
4992,2.12,Very Good,J,SI2,62.3,61.0,8.16,8.21,5.1,12030
17827,1.21,Very Good,H,SI2,62.1,60.0,6.77,6.82,4.22,5190
18939,0.32,Ideal,F,VVS1,61.5,56.0,4.41,4.43,2.72,867
19827,0.38,Premium,E,SI1,58.1,58.0,4.85,4.79,2.8,658
9815,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,15740
24256,1.21,Ideal,G,VS1,62.5,55.0,6.79,6.8,4.25,8020
5828,0.3,Very Good,D,VS2,61.0,57.0,4.32,4.34,2.64,568
7649,1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,3991
20945,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
16881,1.25,Premium,I,SI2,60.1,60.0,6.99,6.95,4.19,4340
6005,0.31,Very Good,H,VS2,63.2,58.0,4.33,4.31,2.73,628
3813,1.13,Premium,G,SI1,60.9,60.0,6.76,6.67,4.09,5376
13435,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,2379
17571,0.31,Premium,F,VS2,62.4,58.0,4.34,4.31,2.7,802
13813,0.51,Very Good,F,VS2,63.1,57.0,5.1,5.08,3.21,1574
24228,2.05,Ideal,J,VS2,61.7,54.9,8.16,8.24,5.05,14111
12011,0.4,Ideal,D,VVS2,61.4,56.0,4.8,4.75,2.93,1152
7947,1.13,Ideal,G,VVS2,61.5,57.0,6.67,6.71,4.12,8889
5003,1.2,Premium,I,SI1,,56.0,6.82,6.76,4.19,4872
24924,0.51,Premium,D,SI1,60.1,60.0,5.18,5.14,3.1,1687
13539,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431
7373,0.3,Ideal,D,VVS1,61.3,57.0,4.32,4.29,2.64,1069
19600,1.32,Good,E,SI1,63.7,56.0,6.96,6.88,4.41,6830
18267,1.6,Very Good,I,VS1,58.6,58.0,7.66,7.72,4.51,10824
9975,1.51,Fair,G,VS1,60.8,66.0,7.35,7.25,4.44,12948
25804,0.58,Very Good,E,IF,60.6,59.0,5.37,5.43,3.27,2852
7360,0.43,Premium,D,VS2,60.2,59.0,4.88,4.92,2.95,1056
4567,0.31,Ideal,E,VS1,61.6,55.0,4.37,4.39,2.7,871
5788,0.32,Very Good,I,SI1,62.8,58.0,4.34,4.39,2.74,432
8041,0.92,Premium,H,SI1,59.2,60.0,6.4,6.35,3.76,2968
2632,1.53,Ideal,F,SI1,61.9,55.0,7.43,7.36,4.58,11525
21427,1.4,Very Good,J,SI1,63.5,58.0,7.05,7.09,4.49,6145
12234,2.03,Good,D,SI2,63.1,59.0,8.12,7.99,5.08,13109
26523,1.5,Very Good,E,VS2,61.9,57.0,7.31,7.38,4.55,11939
25890,0.53,Premium,E,SI1,61.9,56.0,5.22,5.19,3.22,1607
21593,0.36,Ideal,D,SI1,61.6,56.0,4.54,4.58,2.81,663
20248,0.47,Ideal,D,VS1,60.5,57.0,5.04,5.07,3.06,2086
20793,0.9,Premium,G,SI2,58.3,60.0,6.39,6.33,3.71,3377
21676,0.38,Ideal,E,VS1,61.6,56.0,4.66,4.62,2.86,1069
2391,0.41,Ideal,G,VVS1,60.2,57.0,4.8,4.83,2.9,1076
4455,0.71,Premium,H,VS1,62.4,58.0,5.73,5.68,3.56,2572
19710,0.5,Very Good,G,VS1,63.2,59.0,5.03,5.07,3.19,1580
1103,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,1274
2068,1.02,Very Good,G,SI2,62.9,59.0,6.38,6.4,4.02,4291
26271,0.66,Premium,E,SI1,61.1,56.0,5.68,5.62,3.45,1708
14217,0.77,Premium,J,SI1,61.8,59.0,5.86,5.82,3.61,2010
20272,1.71,Ideal,H,VS2,61.9,57.0,7.67,7.61,4.73,9618
9566,0.44,Premium,F,VS2,62.2,58.0,4.83,4.88,3.02,926
18014,2.06,Premium,E,SI2,58.8,58.0,8.42,8.35,4.93,14634
296,0.32,Ideal,G,VVS2,61.6,55.0,4.4,4.43,2.72,708
7885,0.41,Ideal,D,VS1,61.0,57.0,4.82,4.78,2.93,1230
